FID,ID,DateTime,Latitude,Longitude,site,penguin_id,track_id,GEOM
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.1,1,2015-12-19T03:39:00,-42.9898,147.3295,Boronia_Beach,bor_1,bor_1,POINT (147.329514 -42.989811)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.2,2,2015-12-19T03:40:00,-42.9902,147.3308,Boronia_Beach,bor_1,bor_1,POINT (147.33078 -42.9902)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.3,3,2015-12-19T03:42:00,-42.9909,147.3324,Boronia_Beach,bor_1,bor_1,POINT (147.332413 -42.990887)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.4,4,2015-12-19T03:43:00,-42.9915,147.334,Boronia_Beach,bor_1,bor_1,POINT (147.33403 -42.991535)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.5,5,2015-12-19T03:45:00,-42.9921,147.3354,Boronia_Beach,bor_1,bor_1,POINT (147.335373 -42.992111)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.6,6,2015-12-19T03:47:00,-42.9926,147.3365,Boronia_Beach,bor_1,bor_1,POINT (147.336517 -42.992607)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.7,7,2015-12-19T03:50:00,-42.9936,147.3399,Boronia_Beach,bor_1,bor_1,POINT (147.339874 -42.993607)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.8,8,2015-12-19T03:51:00,-42.994,147.3411,Boronia_Beach,bor_1,bor_1,POINT (147.341095 -42.993988)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.9,9,2015-12-19T03:55:00,-42.9949,147.3433,Boronia_Beach,bor_1,bor_1,POINT (147.343338 -42.994926)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.10,10,2015-12-19T03:56:00,-42.9951,147.3437,Boronia_Beach,bor_1,bor_1,POINT (147.343658 -42.995102)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.11,11,2015-12-19T03:58:00,-42.9953,147.3439,Boronia_Beach,bor_1,bor_1,POINT (147.343948 -42.995316)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.12,12,2015-12-19T03:59:00,-42.9956,147.3443,Boronia_Beach,bor_1,bor_1,POINT (147.344284 -42.995579)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.13,13,2015-12-19T04:01:00,-42.9958,147.3446,Boronia_Beach,bor_1,bor_1,POINT (147.344574 -42.995838)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.14,14,2015-12-19T04:02:00,-42.9963,147.3448,Boronia_Beach,bor_1,bor_1,POINT (147.344772 -42.996349)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.15,15,2015-12-19T04:04:00,-42.9963,147.3452,Boronia_Beach,bor_1,bor_1,POINT (147.34523 -42.996349)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.16,16,2015-12-19T04:05:00,-42.9967,147.3454,Boronia_Beach,bor_1,bor_1,POINT (147.345413 -42.996655)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.17,17,2015-12-19T04:07:00,-42.9969,147.3456,Boronia_Beach,bor_1,bor_1,POINT (147.345612 -42.996857)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.18,18,2015-12-19T04:09:00,-42.9971,147.3458,Boronia_Beach,bor_1,bor_1,POINT (147.345825 -42.997089)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.19,19,2015-12-19T04:10:00,-42.9973,147.3461,Boronia_Beach,bor_1,bor_1,POINT (147.34613 -42.997257)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.20,20,2015-12-19T04:12:00,-42.9975,147.3463,Boronia_Beach,bor_1,bor_1,POINT (147.346313 -42.997505)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.21,21,2015-12-19T04:13:00,-42.9977,147.3465,Boronia_Beach,bor_1,bor_1,POINT (147.346527 -42.997719)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.22,22,2015-12-19T04:15:00,-42.9982,147.3467,Boronia_Beach,bor_1,bor_1,POINT (147.346664 -42.99823)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.23,23,2015-12-19T04:16:00,-42.9985,147.3468,Boronia_Beach,bor_1,bor_1,POINT (147.346817 -42.998463)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.24,24,2015-12-19T04:18:00,-42.9988,147.347,Boronia_Beach,bor_1,bor_1,POINT (147.346954 -42.998764)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.25,25,2015-12-19T04:19:00,-42.9988,147.3474,Boronia_Beach,bor_1,bor_1,POINT (147.347412 -42.998821)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.26,26,2015-12-19T04:21:00,-42.9993,147.3477,Boronia_Beach,bor_1,bor_1,POINT (147.347717 -42.999279)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.27,27,2015-12-19T04:23:00,-42.9997,147.3478,Boronia_Beach,bor_1,bor_1,POINT (147.347809 -42.999706)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.28,28,2015-12-19T04:24:00,-43,147.3479,Boronia_Beach,bor_1,bor_1,POINT (147.347916 -42.999969)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.29,29,2015-12-19T04:26:00,-43.0002,147.3479,Boronia_Beach,bor_1,bor_1,POINT (147.347946 -43.000248)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.30,30,2015-12-19T04:27:00,-43.0003,147.3479,Boronia_Beach,bor_1,bor_1,POINT (147.34787 -43.000332)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.31,31,2015-12-19T04:29:00,-43.0007,147.3475,Boronia_Beach,bor_1,bor_1,POINT (147.347473 -43.00074)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.32,32,2015-12-19T04:30:00,-43.0014,147.3474,Boronia_Beach,bor_1,bor_1,POINT (147.347443 -43.001419)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.33,33,2015-12-19T04:32:00,-43.002,147.348,Boronia_Beach,bor_1,bor_1,POINT (147.348007 -43.001961)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.34,34,2015-12-19T04:34:00,-43.0019,147.3487,Boronia_Beach,bor_1,bor_1,POINT (147.348724 -43.001865)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.35,35,2015-12-19T04:36:00,-43.0025,147.3489,Boronia_Beach,bor_1,bor_1,POINT (147.348892 -43.002499)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.36,36,2015-12-19T04:37:00,-43.003,147.3489,Boronia_Beach,bor_1,bor_1,POINT (147.348892 -43.00301)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.37,37,2015-12-19T04:39:00,-43.0034,147.349,Boronia_Beach,bor_1,bor_1,POINT (147.348953 -43.00338)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.38,38,2015-12-19T04:40:00,-43.0038,147.3493,Boronia_Beach,bor_1,bor_1,POINT (147.349335 -43.003834)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.39,39,2015-12-19T04:42:00,-43.0043,147.3494,Boronia_Beach,bor_1,bor_1,POINT (147.349426 -43.004326)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.40,40,2015-12-19T04:44:00,-43.0047,147.3497,Boronia_Beach,bor_1,bor_1,POINT (147.349655 -43.004692)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.41,41,2015-12-19T04:45:00,-43.0052,147.3499,Boronia_Beach,bor_1,bor_1,POINT (147.34993 -43.005157)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.42,42,2015-12-19T04:47:00,-43.0056,147.3502,Boronia_Beach,bor_1,bor_1,POINT (147.350204 -43.005638)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.43,43,2015-12-19T04:48:00,-43.0061,147.3505,Boronia_Beach,bor_1,bor_1,POINT (147.350525 -43.006134)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.44,44,2015-12-19T04:50:00,-43.0066,147.3513,Boronia_Beach,bor_1,bor_1,POINT (147.351334 -43.006565)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.45,45,2015-12-19T04:55:00,-43.011,147.3535,Boronia_Beach,bor_1,bor_1,POINT (147.353516 -43.01096)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.46,46,2015-12-19T06:56:00,-43.0918,147.4041,Boronia_Beach,bor_1,bor_1,POINT (147.404068 -43.091793)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.47,47,2015-12-19T06:57:00,-43.092,147.4041,Boronia_Beach,bor_1,bor_1,POINT (147.404144 -43.091953)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.48,48,2015-12-19T06:59:00,-43.0921,147.4043,Boronia_Beach,bor_1,bor_1,POINT (147.404327 -43.092102)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.49,49,2015-12-19T07:01:00,-43.0923,147.4045,Boronia_Beach,bor_1,bor_1,POINT (147.404495 -43.092335)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.50,50,2015-12-19T07:02:00,-43.0926,147.4048,Boronia_Beach,bor_1,bor_1,POINT (147.40477 -43.092556)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.51,51,2015-12-19T07:04:00,-43.0928,147.4051,Boronia_Beach,bor_1,bor_1,POINT (147.405075 -43.092781)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.52,52,2015-12-19T07:06:00,-43.0931,147.4055,Boronia_Beach,bor_1,bor_1,POINT (147.405502 -43.093052)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.53,53,2015-12-19T07:08:00,-43.0933,147.4059,Boronia_Beach,bor_1,bor_1,POINT (147.40593 -43.093285)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.54,54,2015-12-19T07:10:00,-43.0934,147.4061,Boronia_Beach,bor_1,bor_1,POINT (147.406052 -43.093426)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.55,55,2015-12-19T07:11:00,-43.0935,147.4062,Boronia_Beach,bor_1,bor_1,POINT (147.406235 -43.093536)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.56,56,2015-12-19T07:13:00,-43.0937,147.4065,Boronia_Beach,bor_1,bor_1,POINT (147.406464 -43.093727)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.57,57,2015-12-19T07:14:00,-43.0939,147.4067,Boronia_Beach,bor_1,bor_1,POINT (147.406738 -43.093918)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.58,58,2015-12-19T07:16:00,-43.0941,147.407,Boronia_Beach,bor_1,bor_1,POINT (147.407043 -43.094105)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.59,59,2015-12-19T07:17:00,-43.0949,147.4075,Boronia_Beach,bor_1,bor_1,POINT (147.407501 -43.094879)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.60,60,2015-12-19T07:21:00,-43.0966,147.4081,Boronia_Beach,bor_1,bor_1,POINT (147.408081 -43.096622)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.61,61,2015-12-19T07:22:00,-43.0972,147.4081,Boronia_Beach,bor_1,bor_1,POINT (147.408066 -43.097176)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.62,62,2015-12-19T07:24:00,-43.0977,147.4083,Boronia_Beach,bor_1,bor_1,POINT (147.40834 -43.097713)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.63,63,2015-12-19T07:25:00,-43.0984,147.4084,Boronia_Beach,bor_1,bor_1,POINT (147.408356 -43.098373)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.64,64,2015-12-19T07:27:00,-43.0987,147.4084,Boronia_Beach,bor_1,bor_1,POINT (147.408417 -43.098675)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.65,65,2015-12-19T07:32:00,-43.1008,147.4093,Boronia_Beach,bor_1,bor_1,POINT (147.409302 -43.100849)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.66,66,2015-12-19T07:33:00,-43.1018,147.4099,Boronia_Beach,bor_1,bor_1,POINT (147.409882 -43.101822)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.67,67,2015-12-19T07:37:00,-43.1039,147.4107,Boronia_Beach,bor_1,bor_1,POINT (147.410736 -43.103882)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.68,68,2015-12-19T07:40:00,-43.106,147.4112,Boronia_Beach,bor_1,bor_1,POINT (147.411209 -43.10601)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.69,69,2015-12-19T07:42:00,-43.1072,147.4113,Boronia_Beach,bor_1,bor_1,POINT (147.411285 -43.107224)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.70,70,2015-12-19T07:45:00,-43.1089,147.4116,Boronia_Beach,bor_1,bor_1,POINT (147.411591 -43.10886)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.71,71,2015-12-19T07:48:00,-43.111,147.4107,Boronia_Beach,bor_1,bor_1,POINT (147.41066 -43.110954)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.72,72,2015-12-19T07:53:00,-43.1122,147.4124,Boronia_Beach,bor_1,bor_1,POINT (147.412445 -43.112213)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.73,73,2015-12-19T08:00:00,-43.1146,147.4133,Boronia_Beach,bor_1,bor_1,POINT (147.41333 -43.114559)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.74,74,2015-12-19T08:01:00,-43.115,147.4136,Boronia_Beach,bor_1,bor_1,POINT (147.413559 -43.114983)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.75,75,2015-12-19T08:03:00,-43.1153,147.4136,Boronia_Beach,bor_1,bor_1,POINT (147.41362 -43.115345)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.76,76,2015-12-19T08:05:00,-43.1161,147.4139,Boronia_Beach,bor_1,bor_1,POINT (147.413879 -43.116077)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.77,77,2015-12-19T08:06:00,-43.1169,147.4141,Boronia_Beach,bor_1,bor_1,POINT (147.414093 -43.11689)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.78,78,2015-12-19T08:08:00,-43.1175,147.4147,Boronia_Beach,bor_1,bor_1,POINT (147.414658 -43.117531)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.79,79,2015-12-19T08:09:00,-43.1181,147.4148,Boronia_Beach,bor_1,bor_1,POINT (147.414825 -43.11813)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.80,80,2015-12-19T08:11:00,-43.1188,147.4151,Boronia_Beach,bor_1,bor_1,POINT (147.415054 -43.118767)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.81,81,2015-12-19T08:13:00,-43.1196,147.4156,Boronia_Beach,bor_1,bor_1,POINT (147.415649 -43.119576)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.82,82,2015-12-19T08:14:00,-43.1202,147.4161,Boronia_Beach,bor_1,bor_1,POINT (147.416107 -43.120182)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.83,83,2015-12-19T08:18:00,-43.1213,147.4173,Boronia_Beach,bor_1,bor_1,POINT (147.417313 -43.121349)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.84,84,2015-12-19T08:21:00,-43.1223,147.4185,Boronia_Beach,bor_1,bor_1,POINT (147.418488 -43.122341)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.85,85,2015-12-19T08:22:00,-43.1227,147.4185,Boronia_Beach,bor_1,bor_1,POINT (147.418457 -43.122711)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.86,86,2015-12-19T08:24:00,-43.1231,147.4185,Boronia_Beach,bor_1,bor_1,POINT (147.418503 -43.123138)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.87,87,2015-12-19T08:26:00,-43.1235,147.4186,Boronia_Beach,bor_1,bor_1,POINT (147.418594 -43.12347)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.88,88,2015-12-19T08:27:00,-43.1238,147.4188,Boronia_Beach,bor_1,bor_1,POINT (147.418762 -43.123821)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.89,89,2015-12-19T08:29:00,-43.1241,147.4189,Boronia_Beach,bor_1,bor_1,POINT (147.418945 -43.124119)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.90,90,2015-12-19T08:31:00,-43.1244,147.4191,Boronia_Beach,bor_1,bor_1,POINT (147.419128 -43.124409)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.91,91,2015-12-19T08:32:00,-43.1246,147.4193,Boronia_Beach,bor_1,bor_1,POINT (147.419266 -43.124645)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.92,92,2015-12-19T08:34:00,-43.125,147.4195,Boronia_Beach,bor_1,bor_1,POINT (147.419525 -43.124985)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.93,93,2015-12-19T08:37:00,-43.1264,147.4205,Boronia_Beach,bor_1,bor_1,POINT (147.420502 -43.126389)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.94,94,2015-12-19T08:42:00,-43.1286,147.4223,Boronia_Beach,bor_1,bor_1,POINT (147.422318 -43.128571)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.95,95,2015-12-19T08:46:00,-43.1301,147.4235,Boronia_Beach,bor_1,bor_1,POINT (147.423523 -43.130081)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.96,96,2015-12-19T08:48:00,-43.1308,147.4241,Boronia_Beach,bor_1,bor_1,POINT (147.424149 -43.130814)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.97,97,2015-12-19T08:49:00,-43.1314,147.4248,Boronia_Beach,bor_1,bor_1,POINT (147.424759 -43.131416)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.98,98,2015-12-19T08:53:00,-43.1328,147.4255,Boronia_Beach,bor_1,bor_1,POINT (147.425522 -43.132771)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.99,99,2015-12-19T08:54:00,-43.1331,147.4255,Boronia_Beach,bor_1,bor_1,POINT (147.425476 -43.133118)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.100,100,2015-12-19T08:58:00,-43.1345,147.4263,Boronia_Beach,bor_1,bor_1,POINT (147.426285 -43.13448)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.101,101,2015-12-19T09:34:00,-43.1428,147.4303,Boronia_Beach,bor_1,bor_1,POINT (147.430344 -43.142845)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.102,102,2015-12-19T09:36:00,-43.1431,147.4304,Boronia_Beach,bor_1,bor_1,POINT (147.430435 -43.143112)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.103,103,2015-12-19T09:37:00,-43.1434,147.4306,Boronia_Beach,bor_1,bor_1,POINT (147.430588 -43.143406)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.104,104,2015-12-19T09:39:00,-43.1437,147.4308,Boronia_Beach,bor_1,bor_1,POINT (147.430832 -43.143738)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.105,105,2015-12-19T09:41:00,-43.1442,147.431,Boronia_Beach,bor_1,bor_1,POINT (147.43103 -43.144161)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.106,106,2015-12-19T09:43:00,-43.1445,147.4312,Boronia_Beach,bor_1,bor_1,POINT (147.431152 -43.144485)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.107,107,2015-12-19T09:44:00,-43.1448,147.4312,Boronia_Beach,bor_1,bor_1,POINT (147.431198 -43.144772)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.108,108,2015-12-19T09:46:00,-43.1451,147.4313,Boronia_Beach,bor_1,bor_1,POINT (147.431305 -43.145103)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.109,109,2015-12-19T09:48:00,-43.1456,147.4315,Boronia_Beach,bor_1,bor_1,POINT (147.431534 -43.145599)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.110,110,2015-12-19T09:53:00,-43.1467,147.4321,Boronia_Beach,bor_1,bor_1,POINT (147.432144 -43.146713)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.111,111,2015-12-19T09:55:00,-43.1471,147.4325,Boronia_Beach,bor_1,bor_1,POINT (147.432495 -43.147053)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.112,112,2015-12-19T09:56:00,-43.1472,147.4325,Boronia_Beach,bor_1,bor_1,POINT (147.432465 -43.147182)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.113,113,2015-12-19T10:01:00,-43.1481,147.4312,Boronia_Beach,bor_1,bor_1,POINT (147.431168 -43.148129)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.114,114,2015-12-19T10:03:00,-43.1484,147.4304,Boronia_Beach,bor_1,bor_1,POINT (147.430389 -43.148411)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.115,115,2015-12-19T10:07:00,-43.1491,147.431,Boronia_Beach,bor_1,bor_1,POINT (147.431 -43.14912)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.116,116,2015-12-19T10:08:00,-43.1493,147.4315,Boronia_Beach,bor_1,bor_1,POINT (147.431549 -43.149311)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.117,117,2015-12-19T10:10:00,-43.1497,147.4323,Boronia_Beach,bor_1,bor_1,POINT (147.432251 -43.149696)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.118,118,2015-12-19T10:13:00,-43.1507,147.4327,Boronia_Beach,bor_1,bor_1,POINT (147.432678 -43.150734)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.119,119,2015-12-19T10:15:00,-43.1514,147.4331,Boronia_Beach,bor_1,bor_1,POINT (147.433121 -43.151386)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.120,120,2015-12-19T10:17:00,-43.1516,147.4331,Boronia_Beach,bor_1,bor_1,POINT (147.433075 -43.151608)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.121,121,2015-12-19T10:19:00,-43.1518,147.4334,Boronia_Beach,bor_1,bor_1,POINT (147.433365 -43.151825)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.122,122,2015-12-19T10:20:00,-43.152,147.4333,Boronia_Beach,bor_1,bor_1,POINT (147.433258 -43.152046)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.123,123,2015-12-19T10:22:00,-43.1522,147.4332,Boronia_Beach,bor_1,bor_1,POINT (147.433243 -43.152237)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.124,124,2015-12-19T10:24:00,-43.1524,147.4332,Boronia_Beach,bor_1,bor_1,POINT (147.433182 -43.152435)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.125,125,2015-12-19T10:26:00,-43.1527,147.4331,Boronia_Beach,bor_1,bor_1,POINT (147.433075 -43.152691)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.126,126,2015-12-19T10:27:00,-43.1529,147.433,Boronia_Beach,bor_1,bor_1,POINT (147.432968 -43.152931)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.127,127,2015-12-19T10:29:00,-43.1531,147.433,Boronia_Beach,bor_1,bor_1,POINT (147.432953 -43.153149)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.128,128,2015-12-19T10:31:00,-43.1534,147.4329,Boronia_Beach,bor_1,bor_1,POINT (147.432892 -43.153355)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.129,129,2015-12-19T10:33:00,-43.1536,147.4327,Boronia_Beach,bor_1,bor_1,POINT (147.432739 -43.15361)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.130,130,2015-12-19T10:34:00,-43.1538,147.4327,Boronia_Beach,bor_1,bor_1,POINT (147.432663 -43.153759)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.131,131,2015-12-19T10:36:00,-43.1539,147.4326,Boronia_Beach,bor_1,bor_1,POINT (147.432571 -43.153927)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.132,132,2015-12-19T10:38:00,-43.1541,147.4324,Boronia_Beach,bor_1,bor_1,POINT (147.432358 -43.154121)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.133,133,2015-12-19T10:42:00,-43.155,147.4314,Boronia_Beach,bor_1,bor_1,POINT (147.431351 -43.155022)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.134,134,2015-12-19T10:47:00,-43.1552,147.429,Boronia_Beach,bor_1,bor_1,POINT (147.429016 -43.155159)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.135,135,2015-12-19T10:49:00,-43.1554,147.4287,Boronia_Beach,bor_1,bor_1,POINT (147.428696 -43.155415)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.136,136,2015-12-19T10:53:00,-43.1552,147.4276,Boronia_Beach,bor_1,bor_1,POINT (147.427567 -43.155247)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.137,137,2015-12-19T10:55:00,-43.1554,147.4265,Boronia_Beach,bor_1,bor_1,POINT (147.426544 -43.155365)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.138,138,2015-12-19T10:56:00,-43.1555,147.4257,Boronia_Beach,bor_1,bor_1,POINT (147.425735 -43.155544)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.139,139,2015-12-19T10:58:00,-43.156,147.4255,Boronia_Beach,bor_1,bor_1,POINT (147.425491 -43.156021)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.140,140,2015-12-19T11:38:00,-43.1551,147.4279,Boronia_Beach,bor_1,bor_1,POINT (147.427887 -43.155113)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.141,141,2015-12-19T11:41:00,-43.1566,147.4269,Boronia_Beach,bor_1,bor_1,POINT (147.426926 -43.156601)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.142,142,2015-12-19T11:43:00,-43.1576,147.4271,Boronia_Beach,bor_1,bor_1,POINT (147.427063 -43.157616)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.143,143,2015-12-19T11:44:00,-43.1583,147.4273,Boronia_Beach,bor_1,bor_1,POINT (147.427307 -43.158295)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.144,144,2015-12-19T11:46:00,-43.159,147.4271,Boronia_Beach,bor_1,bor_1,POINT (147.427139 -43.158985)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.145,145,2015-12-19T11:49:00,-43.1601,147.4272,Boronia_Beach,bor_1,bor_1,POINT (147.427231 -43.160149)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.146,146,2015-12-19T11:51:00,-43.1604,147.4268,Boronia_Beach,bor_1,bor_1,POINT (147.426849 -43.16045)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.147,147,2015-12-19T11:56:00,-43.1609,147.4245,Boronia_Beach,bor_1,bor_1,POINT (147.424515 -43.160938)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.148,148,2015-12-19T12:04:00,-43.1586,147.4219,Boronia_Beach,bor_1,bor_1,POINT (147.42189 -43.158592)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.149,149,2015-12-19T12:07:00,-43.158,147.4222,Boronia_Beach,bor_1,bor_1,POINT (147.42218 -43.15799)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.150,150,2015-12-19T12:09:00,-43.1579,147.423,Boronia_Beach,bor_1,bor_1,POINT (147.423035 -43.15789)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.151,151,2015-12-19T12:12:00,-43.1581,147.4245,Boronia_Beach,bor_1,bor_1,POINT (147.424454 -43.158127)
OC_LPhillips_LittlePenguin_GPS_tracks_DATA.152,152,2015-12-19T12:13:00,-43.1586,147.425,Boronia_Beach,bor_1,bor_1,POINT (147.424957 -43.158577)
